# Input: C:/Users/Yanyan/Documents/Visual Studio 2013/Projects/StressTransGraphVis/data/facebook_899/facebook_899.txt
# Nodes: 899    Edges: 7036
# Algoritm: Clauset-Newman-Moore
# Modularity: 0.214916
# Communities: 11
# NId CommunityId
0	0
38	0
101	0
153	0
458	0
170	0
198	0
218	0
386	0
406	0
15	0
16	0
83	0
87	0
116	0
207	0
290	0
361	0
372	0
387	0
72	0
81	0
390	0
152	0
322	0
104	0
11	0
118	0
138	0
363	0
86	0
127	0
136	0
445	0
47	0
75	0
109	0
19	0
261	0
262	0
442	0
251	0
106	0
131	0
191	0
91	0
27	0
108	0
122	0
165	0
385	0
151	0
194	0
318	0
32	0
374	0
100	0
112	0
43	0
162	0
294	0
316	0
426	0
498	0
172	0
98	0
302	0
525	0
430	0
177	0
190	0
407	0
53	0
391	0
453	0
196	0
275	0
334	0
396	0
448	0
96	0
220	0
324	0
357	0
491	0
171	0
508	0
133	0
414	0
527	0
205	0
474	0
259	0
542	0
124	0
107	0
278	0
469	0
253	0
271	0
461	0
274	0
400	0
483	0
293	0
462	0
473	0
142	0
144	0
403	0
145	0
258	0
532	0
341	0
223	0
229	0
314	0
353	0
245	0
255	0
266	0
277	0
284	0
441	0
336	0
415	0
538	0
331	0
460	0
476	0
424	0
388	0
486	0
432	0
457	0
465	0
511	0
472	0
477	0
479	0
514	0
553	0
555	0
558	0
559	0
561	0
566	0
567	0
569	0
579	0
584	0
587	0
588	0
591	0
592	0
595	0
599	0
601	0
602	0
604	0
605	0
606	0
607	0
609	0
612	0
616	0
619	0
622	0
624	0
625	0
627	0
629	0
633	0
634	0
638	0
644	0
646	0
648	0
651	0
656	0
657	0
663	0
667	0
670	0
684	0
687	0
701	0
710	0
713	0
715	0
716	0
718	0
722	0
726	0
732	0
741	0
743	0
744	0
746	0
755	0
757	0
762	0
764	0
766	0
778	0
781	0
788	0
789	0
791	0
797	0
801	0
802	0
806	0
807	0
818	0
822	0
824	0
829	0
843	0
852	0
858	0
863	0
864	0
866	0
868	0
872	0
873	0
877	0
879	0
880	0
889	0
894	0
895	0
356	1
1	1
13	1
44	1
69	1
82	1
126	1
160	1
208	1
280	1
289	1
299	1
305	1
312	1
440	1
17	1
166	1
181	1
241	1
260	1
288	1
366	1
376	1
434	1
487	1
3	1
6	1
35	1
90	1
206	1
231	1
323	1
392	1
71	1
447	1
5	1
63	1
228	1
481	1
523	1
12	1
23	1
59	1
176	1
135	1
8	1
18	1
92	1
54	1
57	1
66	1
21	1
164	1
